fullname	site	long	lat	alt	hour	ozone	day	caseno
SIMI-VALLEY	SIMI	118.685	34.278	310	7	0	1	46
SIMI-VALLEY	SIMI	118.685	34.278	310	8	2	1	46
SIMI-VALLEY	SIMI	118.685	34.278	310	9	4	1	46
SIMI-VALLEY	SIMI	118.685	34.278	310	10	7	1	46
SIMI-VALLEY	SIMI	118.685	34.278	310	11	9	1	46
SIMI-VALLEY	SIMI	118.685	34.278	310	12	10	1	46
SIMI-VALLEY	SIMI	118.685	34.278	310	13	10	1	46
SIMI-VALLEY	SIMI	118.685	34.278	310	14	9	1	46
SIMI-VALLEY	SIMI	118.685	34.278	310	15	8	1	46
SIMI-VALLEY	SIMI	118.685	34.278	310	16	9	1	46
SIMI-VALLEY	SIMI	118.685	34.278	310	17	8	1	46
SIMI-VALLEY	SIMI	118.685	34.278	310	18	7	1	46
SIMI-VALLEY	SIMI	118.685	34.278	310	7	1	2	47
SIMI-VALLEY	SIMI	118.685	34.278	310	8	2	2	47
SIMI-VALLEY	SIMI	118.685	34.278	310	9	5	2	47
SIMI-VALLEY	SIMI	118.685	34.278	310	10	9	2	47
SIMI-VALLEY	SIMI	118.685	34.278	310	11	11	2	47
SIMI-VALLEY	SIMI	118.685	34.278	310	12	12	2	47
SIMI-VALLEY	SIMI	118.685	34.278	310	13	11	2	47
SIMI-VALLEY	SIMI	118.685	34.278	310	14	10	2	47
SIMI-VALLEY	SIMI	118.685	34.278	310	15	9	2	47
SIMI-VALLEY	SIMI	118.685	34.278	310	16	9	2	47
SIMI-VALLEY	SIMI	118.685	34.278	310	17	8	2	47
SIMI-VALLEY	SIMI	118.685	34.278	310	18	7	2	47
SIMI-VALLEY	SIMI	118.685	34.278	310	7	1	3	48
SIMI-VALLEY	SIMI	118.685	34.278	310	8	2	3	48
SIMI-VALLEY	SIMI	118.685	34.278	310	9	6	3	48
SIMI-VALLEY	SIMI	118.685	34.278	310	10	10	3	48
SIMI-VALLEY	SIMI	118.685	34.278	310	11	14	3	48
SIMI-VALLEY	SIMI	118.685	34.278	310	12	15	3	48
SIMI-VALLEY	SIMI	118.685	34.278	310	13	14	3	48
SIMI-VALLEY	SIMI	118.685	34.278	310	14	12	3	48
SIMI-VALLEY	SIMI	118.685	34.278	310	15	11	3	48
SIMI-VALLEY	SIMI	118.685	34.278	310	16	11	3	48
SIMI-VALLEY	SIMI	118.685	34.278	310	17	12	3	48
SIMI-VALLEY	SIMI	118.685	34.278	310	18	11	3	48
SAN-BERNARDINO	SNBO	117.273	34.107	317	7	0	1	49
SAN-BERNARDINO	SNBO	117.273	34.107	317	8	1	1	49
SAN-BERNARDINO	SNBO	117.273	34.107	317	9	1	1	49
SAN-BERNARDINO	SNBO	117.273	34.107	317	10	3	1	49
SAN-BERNARDINO	SNBO	117.273	34.107	317	11	8	1	49
SAN-BERNARDINO	SNBO	117.273	34.107	317	12	13	1	49
SAN-BERNARDINO	SNBO	117.273	34.107	317	13	14	1	49
SAN-BERNARDINO	SNBO	117.273	34.107	317	14	16	1	49
SAN-BERNARDINO	SNBO	117.273	34.107	317	15	18	1	49
SAN-BERNARDINO	SNBO	117.273	34.107	317	16	19	1	49
SAN-BERNARDINO	SNBO	117.273	34.107	317	17	15	1	49
SAN-BERNARDINO	SNBO	117.273	34.107	317	18	10	1	49
SAN-BERNARDINO	SNBO	117.273	34.107	317	7	0	2	50
SAN-BERNARDINO	SNBO	117.273	34.107	317	8	1	2	50
SAN-BERNARDINO	SNBO	117.273	34.107	317	9	5	2	50
SAN-BERNARDINO	SNBO	117.273	34.107	317	10	10	2	50
SAN-BERNARDINO	SNBO	117.273	34.107	317	11	11	2	50
SAN-BERNARDINO	SNBO	117.273	34.107	317	12	14	2	50
SAN-BERNARDINO	SNBO	117.273	34.107	317	13	15	2	50
SAN-BERNARDINO	SNBO	117.273	34.107	317	14	13	2	50
SAN-BERNARDINO	SNBO	117.273	34.107	317	15	19	2	50
SAN-BERNARDINO	SNBO	117.273	34.107	317	16	22	2	50
SAN-BERNARDINO	SNBO	117.273	34.107	317	17	15	2	50
SAN-BERNARDINO	SNBO	117.273	34.107	317	18	15	2	50
SAN-BERNARDINO	SNBO	117.273	34.107	317	7	0	3	51
SAN-BERNARDINO	SNBO	117.273	34.107	317	8	1	3	51
SAN-BERNARDINO	SNBO	117.273	34.107	317	9	4	3	51
SAN-BERNARDINO	SNBO	117.273	34.107	317	10	6	3	51
SAN-BERNARDINO	SNBO	117.273	34.107	317	11	11	3	51
SAN-BERNARDINO	SNBO	117.273	34.107	317	12	13	3	51
SAN-BERNARDINO	SNBO	117.273	34.107	317	13	11	3	51
SAN-BERNARDINO	SNBO	117.273	34.107	317	14	12	3	51
SAN-BERNARDINO	SNBO	117.273	34.107	317	15	16	3	51
SAN-BERNARDINO	SNBO	117.273	34.107	317	16	14	3	51
SAN-BERNARDINO	SNBO	117.273	34.107	317	17	23	3	51
SAN-BERNARDINO	SNBO	117.273	34.107	317	18	18	3	51
UPLAND-ARB	UPLA	117.628	34.104	369	7	0	1	52
UPLAND-ARB	UPLA	117.628	34.104	369	8	0	1	52
UPLAND-ARB	UPLA	117.628	34.104	369	9	1	1	52
UPLAND-ARB	UPLA	117.628	34.104	369	10	4	1	52
UPLAND-ARB	UPLA	117.628	34.104	369	11	6	1	52
UPLAND-ARB	UPLA	117.628	34.104	369	12	10	1	52
UPLAND-ARB	UPLA	117.628	34.104	369	13	12	1	52
UPLAND-ARB	UPLA	117.628	34.104	369	14	17	1	52
UPLAND-ARB	UPLA	117.628	34.104	369	15	17	1	52
UPLAND-ARB	UPLA	117.628	34.104	369	16	16	1	52
UPLAND-ARB	UPLA	117.628	34.104	369	17	13	1	52
UPLAND-ARB	UPLA	117.628	34.104	369	18	8	1	52
UPLAND-ARB	UPLA	117.628	34.104	369	7	0	2	53
UPLAND-ARB	UPLA	117.628	34.104	369	8	1	2	53
UPLAND-ARB	UPLA	117.628	34.104	369	9	3	2	53
UPLAND-ARB	UPLA	117.628	34.104	369	10	4	2	53
UPLAND-ARB	UPLA	117.628	34.104	369	11	9	2	53
UPLAND-ARB	UPLA	117.628	34.104	369	12	13	2	53
UPLAND-ARB	UPLA	117.628	34.104	369	13	14	2	53
UPLAND-ARB	UPLA	117.628	34.104	369	14	20	2	53
UPLAND-ARB	UPLA	117.628	34.104	369	15	21	2	53
UPLAND-ARB	UPLA	117.628	34.104	369	16	17	2	53
UPLAND-ARB	UPLA	117.628	34.104	369	17	14	2	53
UPLAND-ARB	UPLA	117.628	34.104	369	18	10	2	53
UPLAND-ARB	UPLA	117.628	34.104	369	7	0	3	54
UPLAND-ARB	UPLA	117.628	34.104	369	8	1	3	54
UPLAND-ARB	UPLA	117.628	34.104	369	9	6	3	54
UPLAND-ARB	UPLA	117.628	34.104	369	10	7	3	54
UPLAND-ARB	UPLA	117.628	34.104	369	11	8	3	54
UPLAND-ARB	UPLA	117.628	34.104	369	12	11	3	54
UPLAND-ARB	UPLA	117.628	34.104	369	13	16	3	54
UPLAND-ARB	UPLA	117.628	34.104	369	14	21	3	54
UPLAND-ARB	UPLA	117.628	34.104	369	15	23	3	54
UPLAND-ARB	UPLA	117.628	34.104	369	16	23	3	54
UPLAND-ARB	UPLA	117.628	34.104	369	17	15	3	54
UPLAND-ARB	UPLA	117.628	34.104	369	18	9	3	54
WHITTIER	WHIT	118.025	33.924	58	7	0	1	55
WHITTIER	WHIT	118.025	33.924	58	8	1	1	55
WHITTIER	WHIT	118.025	33.924	58	9	2	1	55
WHITTIER	WHIT	118.025	33.924	58	10	5	1	55
WHITTIER	WHIT	118.025	33.924	58	11	8	1	55
WHITTIER	WHIT	118.025	33.924	58	12	11	1	55
WHITTIER	WHIT	118.025	33.924	58	13	12	1	55
WHITTIER	WHIT	118.025	33.924	58	14	10	1	55
WHITTIER	WHIT	118.025	33.924	58	15	8	1	55
WHITTIER	WHIT	118.025	33.924	58	16	7	1	55
WHITTIER	WHIT	118.025	33.924	58	17	7	1	55
WHITTIER	WHIT	118.025	33.924	58	18	5	1	55
WHITTIER	WHIT	118.025	33.924	58	7	0	2	56
WHITTIER	WHIT	118.025	33.924	58	8	1	2	56
WHITTIER	WHIT	118.025	33.924	58	9	1	2	56
WHITTIER	WHIT	118.025	33.924	58	10	5	2	56
WHITTIER	WHIT	118.025	33.924	58	11	9	2	56
WHITTIER	WHIT	118.025	33.924	58	12	12	2	56
WHITTIER	WHIT	118.025	33.924	58	13	11	2	56
WHITTIER	WHIT	118.025	33.924	58	14	10	2	56
WHITTIER	WHIT	118.025	33.924	58	15	12	2	56
WHITTIER	WHIT	118.025	33.924	58	16	8	2	56
WHITTIER	WHIT	118.025	33.924	58	17	4	2	56
WHITTIER	WHIT	118.025	33.924	58	18	4	2	56
WHITTIER	WHIT	118.025	33.924	58	7	0	3	57
WHITTIER	WHIT	118.025	33.924	58	8	1	3	57
WHITTIER	WHIT	118.025	33.924	58	9	2	3	57
WHITTIER	WHIT	118.025	33.924	58	10	3	3	57
WHITTIER	WHIT	118.025	33.924	58	11	6	3	57
WHITTIER	WHIT	118.025	33.924	58	12	10	3	57
WHITTIER	WHIT	118.025	33.924	58	13	14	3	57
WHITTIER	WHIT	118.025	33.924	58	14	14	3	57
WHITTIER	WHIT	118.025	33.924	58	15	11	3	57
WHITTIER	WHIT	118.025	33.924	58	16	7	3	57
WHITTIER	WHIT	118.025	33.924	58	17	7	3	57
WHITTIER	WHIT	118.025	33.924	58	18	6	3	57
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	7	0	1	58
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	8	4	1	58
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	9	5	1	58
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	10	6	1	58
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	11	6	1	58
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	12	6	1	58
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	13	8	1	58
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	14	6	1	58
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	15	7	1	58
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	16	6	1	58
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	17	5	1	58
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	18	6	1	58
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	7	0	2	59
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	8	0	2	59
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	9	2	2	59
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	10	4	2	59
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	11	5	2	59
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	12	6	2	59
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	13	7	2	59
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	14	7	2	59
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	15	5	2	59
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	16	5	2	59
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	17	5	2	59
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	18	4	2	59
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	7	1	3	60
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	8	2	3	60
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	9	2	3	60
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	10	4	3	60
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	11	6	3	60
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	12	7	3	60
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	13	9	3	60
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	14	9	3	60
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	15	7	3	60
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	16	6	3	60
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	17	5	3	60
WEST-LOS-ANGELES-VA-HOSPITAL	WSLA	118.455	34.051	91	18	4	3	60
